Fiscal Year,Region,Age Group,Race Ethnicity,Gender,Alleged Victims in Initial Investigation,Alleged Victims in Repeat Investigation,Recidivism
2018,1-Lubbock,65 and Older,Hispanic,Male,298,50,0.16779
2018,1-Lubbock,65 and Older,Hispanic,Unknown,10,5,0.5
2018,1-Lubbock,65 and Older,Native American,Female,4,3,0.75
2018,1-Lubbock,65 and Older,Native American,Male,2,0,0
2018,1-Lubbock,65 and Older,Other,Female,230,52,0.22609
2018,1-Lubbock,65 and Older,Other,Male,147,27,0.18367
2018,1-Lubbock,65 and Older,Other,Unknown,15,5,0.33333
2018,1-Lubbock,Under 18,Anglo,Female,1,0,0
2018,1-Lubbock,Unknown,African American,Male,1,1,1
2018,2-Abilene,18-64 with Disability,African American,Female,138,24,0.17391
2018,2-Abilene,18-64 with Disability,African American,Male,97,24,0.24742
2018,2-Abilene,18-64 with Disability,African American,Unknown,5,1,0.2
2018,2-Abilene,18-64 with Disability,Anglo,Female,716,157,0.21927
2018,2-Abilene,18-64 with Disability,Anglo,Male,577,87,0.15078
2018,2-Abilene,18-64 with Disability,Anglo,Unknown,12,5,0.41667
2018,2-Abilene,18-64 with Disability,Asian,Female,2,1,0.5
2018,2-Abilene,18-64 with Disability,Asian,Male,1,0,0
2018,2-Abilene,18-64 with Disability,Hispanic,Female,129,28,0.21705
2018,2-Abilene,18-64 with Disability,Hispanic,Male,131,21,0.16031
2018,2-Abilene,18-64 with Disability,Hispanic,Unknown,1,0,0
2018,2-Abilene,18-64 with Disability,Native American,Male,5,3,0.6
2018,2-Abilene,18-64 with Disability,Other,Female,219,55,0.25114
2018,2-Abilene,18-64 with Disability,Other,Male,142,35,0.24648
2018,2-Abilene,18-64 with Disability,Other,Unknown,3,0,0
2018,2-Abilene,65 and Older,African American,Female,145,42,0.28966
2018,2-Abilene,65 and Older,African American,Male,89,16,0.17978
2018,2-Abilene,65 and Older,African American,Unknown,3,1,0.33333
2018,2-Abilene,65 and Older,Anglo,Female,"1,105",246,0.22262
2018,2-Abilene,65 and Older,Anglo,Male,723,148,0.2047
2018,2-Abilene,65 and Older,Anglo,Unknown,31,9,0.29032
2018,2-Abilene,65 and Older,Asian,Female,10,3,0.3
2018,2-Abilene,65 and Older,Asian,Male,3,0,0
2018,2-Abilene,65 and Older,Hispanic,Female,200,39,0.195
2018,2-Abilene,65 and Older,Hispanic,Male,134,21,0.15672
2018,2-Abilene,65 and Older,Hispanic,Unknown,5,2,0.4
2018,2-Abilene,65 and Older,Native American,Female,4,3,0.75
2018,2-Abilene,65 and Older,Other,Female,273,72,0.26374
2018,2-Abilene,65 and Older,Other,Male,122,20,0.16393
2018,2-Abilene,65 and Older,Other,Unknown,9,0,0
2018,2-Abilene,Unknown,Other,Female,1,1,1
2018,3-Arlington,18-64 with Disability,African American,Female,"1,023",96,0.09384
2018,3-Arlington,18-64 with Disability,African American,Male,785,95,0.12102
2018,3-Arlington,18-64 with Disability,African American,Unknown,24,5,0.20833
2018,3-Arlington,18-64 with Disability,Anglo,Female,"1,967",223,0.11337
2018,3-Arlington,18-64 with Disability,Anglo,Male,"1,582",176,0.11125
2018,3-Arlington,18-64 with Disability,Anglo,Unknown,50,7,0.14
2018,3-Arlington,18-64 with Disability,Asian,Female,43,2,0.04651
2018,3-Arlington,18-64 with Disability,Asian,Male,35,0,0
2018,3-Arlington,18-64 with Disability,Asian,Unknown,1,0,0
2018,3-Arlington,18-64 with Disability,Hispanic,Female,401,37,0.09227
2018,3-Arlington,18-64 with Disability,Hispanic,Male,310,30,0.09677
2018,3-Arlington,18-64 with Disability,Hispanic,Unknown,6,1,0.16667
2018,3-Arlington,18-64 with Disability,Native American,Female,9,1,0.11111
2018,3-Arlington,18-64 with Disability,Native American,Male,4,0,0
2018,3-Arlington,18-64 with Disability,Other,Female,534,63,0.11798
2018,3-Arlington,18-64 with Disability,Other,Male,421,47,0.11164
2018,3-Arlington,18-64 with Disability,Other,Unknown,25,3,0.12
2018,3-Arlington,65 and Older,African American,Female,"1,485",232,0.15623
2018,3-Arlington,65 and Older,African American,Male,868,134,0.15438
2018,3-Arlington,65 and Older,African American,Unknown,43,14,0.32558
2018,3-Arlington,65 and Older,Anglo,Female,"4,465",731,0.16372
2018,3-Arlington,65 and Older,Anglo,Male,"2,723",457,0.16783
2018,3-Arlington,65 and Older,Anglo,Unknown,118,31,0.26271
2018,3-Arlington,65 and Older,Asian,Female,91,10,0.10989
2018,3-Arlington,65 and Older,Asian,Male,51,4,0.07843
2018,3-Arlington,65 and Older,Asian,Unknown,1,0,0
2018,3-Arlington,65 and Older,Hispanic,Female,583,99,0.16981
2018,3-Arlington,65 and Older,Hispanic,Male,392,62,0.15816
2018,3-Arlington,65 and Older,Hispanic,Unknown,16,2,0.125
2018,3-Arlington,65 and Older,Native American,Female,13,1,0.07692
2018,3-Arlington,65 and Older,Native American,Male,11,0,0
2018,3-Arlington,65 and Older,Other,Female,"1,257",212,0.16866
2018,3-Arlington,65 and Older,Other,Male,716,83,0.11592
2018,3-Arlington,65 and Older,Other,Unknown,84,8,0.09524
2018,3-Arlington,Under 18,African American,Male,1,0,0
2018,3-Arlington,Under 18,Anglo,Female,1,0,0
2018,3-Arlington,Under 18,Anglo,Male,4,0,0
2018,3-Arlington,Under 18,Other,Female,1,0,0
2018,3-Arlington,Unknown,Anglo,Female,1,0,0
2018,3-Arlington,Unknown,Anglo,Male,3,0,0
2018,3-Arlington,Unknown,Other,Female,1,0,0
2018,3-Arlington,Unknown,Other,Male,2,0,0
2018,3-Arlington,Unknown,Other,Unknown,1,0,0
2018,4-Tyler,18-64 with Disability,African American,Female,249,35,0.14056
2018,4-Tyler,18-64 with Disability,African American,Male,185,16,0.08649
2018,4-Tyler,18-64 with Disability,African American,Unknown,2,0,0
2018,4-Tyler,18-64 with Disability,Anglo,Female,740,97,0.13108
2018,4-Tyler,18-64 with Disability,Anglo,Male,498,62,0.1245
2018,4-Tyler,18-64 with Disability,Anglo,Unknown,10,1,0.1
2018,4-Tyler,18-64 with Disability,Asian,Female,4,1,0.25
2018,4-Tyler,18-64 with Disability,Asian,Male,2,1,0.5
2018,4-Tyler,18-64 with Disability,Hispanic,Female,29,7,0.24138
2018,4-Tyler,18-64 with Disability,Hispanic,Male,39,4,0.10256
2018,4-Tyler,18-64 with Disability,Native American,Female,1,0,0
2018,4-Tyler,18-64 with Disability,Native American,Male,2,0,0
2018,4-Tyler,18-64 with Disability,Other,Female,145,26,0.17931
2018,4-Tyler,18-64 with Disability,Other,Male,97,13,0.13402
2018,4-Tyler,18-64 with Disability,Other,Unknown,7,0,0
2018,4-Tyler,65 and Older,African American,Female,365,46,0.12603
2018,4-Tyler,65 and Older,African American,Male,185,21,0.11351
2018,4-Tyler,65 and Older,African American,Unknown,7,1,0.14286
2018,4-Tyler,65 and Older,Anglo,Female,"1,231",179,0.14541
2018,4-Tyler,65 and Older,Anglo,Male,866,117,0.1351
2018,4-Tyler,65 and Older,Anglo,Unknown,25,7,0.28
2018,4-Tyler,65 and Older,Hispanic,Female,34,6,0.17647
2018,4-Tyler,65 and Older,Hispanic,Male,30,5,0.16667
2018,4-Tyler,65 and Older,Hispanic,Unknown,2,1,0.5
2018,4-Tyler,65 and Older,Native American,Female,6,1,0.16667
2018,4-Tyler,65 and Older,Native American,Male,2,0,0
2018,4-Tyler,65 and Older,Other,Female,254,36,0.14173
2018,4-Tyler,65 and Older,Other,Male,134,10,0.07463
2018,4-Tyler,65 and Older,Other,Unknown,8,0,0
2018,4-Tyler,Unknown,Other,Female,1,0,0
2018,5-Beaumont,18-64 with Disability,African American,Female,262,38,0.14504
2018,5-Beaumont,18-64 with Disability,African American,Male,242,37,0.15289
2018,5-Beaumont,18-64 with Disability,African American,Unknown,4,1,0.25
2018,5-Beaumont,18-64 with Disability,Anglo,Female,500,71,0.142
2018,5-Beaumont,18-64 with Disability,Anglo,Male,413,64,0.15496
2018,5-Beaumont,18-64 with Disability,Anglo,Unknown,13,1,0.07692
2018,5-Beaumont,18-64 with Disability,Asian,Male,2,0,0
2018,5-Beaumont,18-64 with Disability,Hispanic,Female,31,4,0.12903
2018,5-Beaumont,18-64 with Disability,Hispanic,Male,37,3,0.08108
2018,5-Beaumont,18-64 with Disability,Hispanic,Unknown,4,1,0.25
2018,5-Beaumont,18-64 with Disability,Native American,Female,3,0,0
2018,5-Beaumont,18-64 with Disability,Native American,Male,1,0,0
2018,5-Beaumont,18-64 with Disability,Other,Female,189,41,0.21693
2018,5-Beaumont,18-64 with Disability,Other,Male,107,19,0.17757
2018,5-Beaumont,18-64 with Disability,Other,Unknown,8,1,0.125
2018,5-Beaumont,65 and Older,African American,Female,372,63,0.16935
2018,5-Beaumont,65 and Older,African American,Male,230,31,0.13478
2018,5-Beaumont,65 and Older,African American,Unknown,5,1,0.2
2018,5-Beaumont,65 and Older,Anglo,Female,859,131,0.1525
2018,5-Beaumont,65 and Older,Anglo,Male,560,108,0.19286
2018,5-Beaumont,65 and Older,Anglo,Unknown,18,4,0.22222
2018,5-Beaumont,65 and Older,Asian,Female,4,0,0
2018,5-Beaumont,65 and Older,Asian,Male,1,0,0
2018,5-Beaumont,65 and Older,Hispanic,Female,27,2,0.07407
2018,5-Beaumont,65 and Older,Hispanic,Male,36,7,0.19444
2018,5-Beaumont,65 and Older,Hispanic,Unknown,3,0,0
2018,5-Beaumont,65 and Older,Native American,Female,4,0,0
2018,5-Beaumont,65 and Older,Native American,Male,2,1,0.5
2018,5-Beaumont,65 and Older,Other,Female,251,36,0.14343
2018,5-Beaumont,65 and Older,Other,Male,140,21,0.15
2018,5-Beaumont,65 and Older,Other,Unknown,9,1,0.11111
2018,6-Houston,18-64 with Disability,African American,Female,"1,397",208,0.14889
2018,6-Houston,18-64 with Disability,African American,Male,"1,039",146,0.14052
2018,6-Houston,18-64 with Disability,African American,Unknown,21,6,0.28571
2018,6-Houston,18-64 with Disability,Anglo,Female,"1,319",198,0.15011
2018,6-Houston,18-64 with Disability,Anglo,Male,"1,151",186,0.1616
2018,6-Houston,18-64 with Disability,Anglo,Unknown,30,5,0.16667
2018,6-Houston,18-64 with Disability,Asian,Female,55,5,0.09091
2018,6-Houston,18-64 with Disability,Asian,Male,50,8,0.16
2018,6-Houston,18-64 with Disability,Asian,Unknown,1,0,0
2018,6-Houston,18-64 with Disability,Hispanic,Female,466,71,0.15236
2018,6-Houston,18-64 with Disability,Hispanic,Male,402,43,0.10697
2018,6-Houston,18-64 with Disability,Hispanic,Unknown,13,4,0.30769
2018,6-Houston,18-64 with Disability,Native American,Female,6,1,0.16667
2018,6-Houston,18-64 with Disability,Native American,Male,10,2,0.2
2018,6-Houston,18-64 with Disability,Other,Female,620,125,0.20161
2018,6-Houston,18-64 with Disability,Other,Male,500,88,0.176
2018,6-Houston,18-64 with Disability,Other,Unknown,30,4,0.13333
2018,6-Houston,65 and Older,African American,Female,"1,826",309,0.16922
2018,6-Houston,65 and Older,African American,Male,"1,121",170,0.15165
2018,6-Houston,65 and Older,African American,Unknown,43,13,0.30233
2018,6-Houston,65 and Older,Anglo,Female,"2,851",461,0.1617
2018,6-Houston,65 and Older,Anglo,Male,"1,815",292,0.16088
2018,6-Houston,65 and Older,Anglo,Unknown,83,18,0.21687
2018,6-Houston,65 and Older,Asian,Female,128,8,0.0625
2018,6-Houston,65 and Older,Asian,Male,84,8,0.09524
2018,6-Houston,65 and Older,Asian,Unknown,2,0,0
2018,6-Houston,65 and Older,Hispanic,Female,838,109,0.13007
2018,6-Houston,65 and Older,Hispanic,Male,531,62,0.11676
2018,6-Houston,65 and Older,Hispanic,Unknown,16,4,0.25
2018,6-Houston,65 and Older,Native American,Female,11,2,0.18182
2018,6-Houston,65 and Older,Native American,Male,5,1,0.2
2018,6-Houston,65 and Older,Native American,Unknown,1,0,0
2018,6-Houston,65 and Older,Other,Female,"1,258",183,0.14547
2018,6-Houston,65 and Older,Other,Male,740,75,0.10135
2018,6-Houston,65 and Older,Other,Unknown,98,4,0.04082
2018,6-Houston,Under 18,African American,Female,2,0,0
2018,6-Houston,Under 18,Hispanic,Female,1,0,0
2018,6-Houston,Under 18,Hispanic,Male,1,0,0
2018,6-Houston,Under 18,Other,Female,1,0,0
2018,6-Houston,Unknown,Hispanic,Male,1,0,0
2018,6-Houston,Unknown,Other,Male,3,0,0
2018,6-Houston,Unknown,Other,Unknown,2,0,0
2018,7-Austin,18-64 with Disability,African American,Female,463,75,0.16199
2018,7-Austin,18-64 with Disability,African American,Male,385,58,0.15065
2018,7-Austin,18-64 with Disability,African American,Unknown,12,3,0.25
2018,7-Austin,18-64 with Disability,Anglo,Female,"1,116",153,0.1371
2018,7-Austin,18-64 with Disability,Anglo,Male,849,139,0.16372
2018,7-Austin,18-64 with Disability,Anglo,Unknown,19,3,0.15789
2018,7-Austin,18-64 with Disability,Asian,Female,19,2,0.10526
2018,7-Austin,18-64 with Disability,Asian,Male,16,1,0.0625
2018,7-Austin,18-64 with Disability,Hispanic,Female,328,50,0.15244
2018,7-Austin,18-64 with Disability,Hispanic,Male,235,33,0.14043
2018,7-Austin,18-64 with Disability,Hispanic,Unknown,10,2,0.2
2018,7-Austin,18-64 with Disability,Native American,Female,4,1,0.25
2018,7-Austin,18-64 with Disability,Native American,Male,4,2,0.5
2018,7-Austin,18-64 with Disability,Other,Female,349,56,0.16046
2018,7-Austin,18-64 with Disability,Other,Male,226,28,0.12389
2018,7-Austin,18-64 with Disability,Other,Unknown,20,2,0.1
2018,7-Austin,65 and Older,African American,Female,501,96,0.19162
2018,7-Austin,65 and Older,African American,Male,380,67,0.17632
2018,7-Austin,65 and Older,African American,Unknown,13,4,0.30769
2018,7-Austin,65 and Older,Anglo,Female,"2,129",371,0.17426
2018,7-Austin,65 and Older,Anglo,Male,"1,427",283,0.19832
2018,7-Austin,65 and Older,Anglo,Unknown,59,15,0.25424
2018,7-Austin,65 and Older,Asian,Female,59,11,0.18644
2018,7-Austin,65 and Older,Asian,Male,16,4,0.25
2018,7-Austin,65 and Older,Asian,Unknown,1,0,0
2018,7-Austin,65 and Older,Hispanic,Female,445,74,0.16629
2018,7-Austin,65 and Older,Hispanic,Male,294,45,0.15306
2018,7-Austin,65 and Older,Hispanic,Unknown,11,0,0
2018,7-Austin,65 and Older,Native American,Female,6,1,0.16667
2018,7-Austin,65 and Older,Native American,Male,3,0,0
2018,7-Austin,65 and Older,Other,Female,612,94,0.15359
2018,7-Austin,65 and Older,Other,Male,366,61,0.16667
2018,7-Austin,65 and Older,Other,Unknown,46,2,0.04348
2018,7-Austin,Under 18,African American,Female,1,0,0
2018,7-Austin,Under 18,African American,Male,1,0,0
2018,7-Austin,Under 18,Anglo,Male,1,0,0
2018,7-Austin,Under 18,Other,Unknown,1,0,0
2018,7-Austin,Unknown,African American,Female,1,1,1
2018,7-Austin,Unknown,Hispanic,Male,1,0,0
2018,7-Austin,Unknown,Other,Female,2,0,0
2018,8-San Antonio,18-64 with Disability,African American,Female,215,37,0.17209
2018,8-San Antonio,18-64 with Disability,African American,Male,184,14,0.07609
2018,8-San Antonio,18-64 with Disability,African American,Unknown,6,2,0.33333
2018,8-San Antonio,18-64 with Disability,Anglo,Female,756,111,0.14683
2018,8-San Antonio,18-64 with Disability,Anglo,Male,584,84,0.14384
2018,8-San Antonio,18-64 with Disability,Anglo,Unknown,17,7,0.41176
2018,8-San Antonio,18-64 with Disability,Asian,Female,12,2,0.16667
2018,8-San Antonio,18-64 with Disability,Asian,Male,9,0,0
2018,8-San Antonio,18-64 with Disability,Asian,Unknown,1,0,0
2018,8-San Antonio,18-64 with Disability,Hispanic,Female,875,110,0.12571
2018,8-San Antonio,18-64 with Disability,Hispanic,Male,788,101,0.12817
2018,8-San Antonio,18-64 with Disability,Hispanic,Unknown,20,1,0.05
2018,8-San Antonio,18-64 with Disability,Native American,Female,3,1,0.33333
2018,8-San Antonio,18-64 with Disability,Native American,Male,2,0,0
2018,8-San Antonio,18-64 with Disability,Other,Female,359,60,0.16713
2018,8-San Antonio,18-64 with Disability,Other,Male,279,43,0.15412
2018,8-San Antonio,18-64 with Disability,Other,Unknown,16,1,0.0625
2018,8-San Antonio,65 and Older,African American,Female,291,55,0.189
2018,8-San Antonio,65 and Older,African American,Male,196,37,0.18878
2018,8-San Antonio,65 and Older,African American,Unknown,8,6,0.75
2018,8-San Antonio,65 and Older,Anglo,Female,"1,714",277,0.16161
2018,8-San Antonio,65 and Older,Anglo,Male,"1,113",167,0.15004
2018,8-San Antonio,65 and Older,Anglo,Unknown,49,12,0.2449
2018,8-San Antonio,65 and Older,Asian,Female,50,8,0.16
2018,8-San Antonio,65 and Older,Asian,Male,8,2,0.25
2018,8-San Antonio,65 and Older,Hispanic,Female,"1,733",238,0.13733
2018,8-San Antonio,65 and Older,Hispanic,Male,"1,096",129,0.1177
2018,8-San Antonio,65 and Older,Hispanic,Unknown,34,7,0.20588
2018,8-San Antonio,65 and Older,Native American,Female,3,2,0.66667
2018,8-San Antonio,65 and Older,Native American,Male,2,0,0
2018,8-San Antonio,65 and Older,Other,Female,721,111,0.15395
2018,8-San Antonio,65 and Older,Other,Male,410,47,0.11463
2018,8-San Antonio,65 and Older,Other,Unknown,57,5,0.08772
2018,8-San Antonio,Under 18,Hispanic,Female,1,0,0
2018,8-San Antonio,Unknown,African American,Female,1,0,0
2018,8-San Antonio,Unknown,Anglo,Male,1,0,0
2018,8-San Antonio,Unknown,Hispanic,Female,1,0,0
2018,8-San Antonio,Unknown,Other,Female,3,1,0.33333
2018,9-Midland,18-64 with Disability,African American,Female,52,8,0.15385
2018,9-Midland,18-64 with Disability,African American,Male,47,6,0.12766
2018,9-Midland,18-64 with Disability,Anglo,Female,318,65,0.2044
2018,9-Midland,18-64 with Disability,Anglo,Male,224,34,0.15179
2018,9-Midland,18-64 with Disability,Anglo,Unknown,6,1,0.16667
2018,9-Midland,18-64 with Disability,Asian,Male,1,0,0
2018,9-Midland,18-64 with Disability,Hispanic,Female,189,36,0.19048
2018,9-Midland,18-64 with Disability,Hispanic,Male,168,23,0.1369
2018,9-Midland,18-64 with Disability,Hispanic,Unknown,5,1,0.2
2018,9-Midland,18-64 with Disability,Other,Female,114,24,0.21053
2018,9-Midland,18-64 with Disability,Other,Male,67,10,0.14925
2018,9-Midland,18-64 with Disability,Other,Unknown,4,0,0
2018,9-Midland,65 and Older,African American,Female,66,17,0.25758
2018,9-Midland,65 and Older,African American,Male,44,6,0.13636
2018,9-Midland,65 and Older,African American,Unknown,3,1,0.33333
2018,9-Midland,65 and Older,Anglo,Female,494,93,0.18826
2018,9-Midland,65 and Older,Anglo,Male,355,47,0.13239
2018,9-Midland,65 and Older,Anglo,Unknown,14,2,0.14286
2018,9-Midland,65 and Older,Asian,Female,4,1,0.25
2018,9-Midland,65 and Older,Asian,Male,1,0,0
2018,9-Midland,65 and Older,Hispanic,Female,270,39,0.14444
2018,9-Midland,65 and Older,Hispanic,Male,210,19,0.09048
2018,9-Midland,65 and Older,Hispanic,Unknown,2,1,0.5
2018,9-Midland,65 and Older,Native American,Male,1,0,0
2018,9-Midland,65 and Older,Other,Female,165,23,0.13939
2018,9-Midland,65 and Older,Other,Male,105,10,0.09524
2018,9-Midland,65 and Older,Other,Unknown,16,2,0.125
2018,9-Midland,Under 18,Hispanic,Male,1,0,0
2018,9-Midland,Unknown,Other,Female,1,1,1
2018,10-El Paso,18-64 with Disability,African American,Female,32,2,0.0625
2018,10-El Paso,18-64 with Disability,African American,Male,30,6,0.2
2018,10-El Paso,18-64 with Disability,African American,Unknown,1,1,1
2018,10-El Paso,18-64 with Disability,Anglo,Female,120,19,0.15833
2018,10-El Paso,18-64 with Disability,Anglo,Male,110,19,0.17273
2018,10-El Paso,18-64 with Disability,Anglo,Unknown,4,1,0.25
2018,10-El Paso,18-64 with Disability,Asian,Female,6,1,0.16667
2018,10-El Paso,18-64 with Disability,Asian,Male,2,0,0
2018,10-El Paso,18-64 with Disability,Hispanic,Female,362,43,0.11878
2018,10-El Paso,18-64 with Disability,Hispanic,Male,330,32,0.09697
2018,10-El Paso,18-64 with Disability,Hispanic,Unknown,10,1,0.1
2018,10-El Paso,18-64 with Disability,Other,Female,79,11,0.13924
2018,10-El Paso,18-64 with Disability,Other,Male,69,11,0.15942
2018,10-El Paso,18-64 with Disability,Other,Unknown,4,0,0
2018,10-El Paso,65 and Older,African American,Female,23,7,0.30435
2018,10-El Paso,65 and Older,African American,Male,20,4,0.2
2018,10-El Paso,65 and Older,Anglo,Female,263,57,0.21673
2018,10-El Paso,65 and Older,Anglo,Male,202,35,0.17327
2018,10-El Paso,65 and Older,Anglo,Unknown,5,1,0.2
2018,10-El Paso,65 and Older,Asian,Female,16,3,0.1875
2018,10-El Paso,65 and Older,Asian,Male,2,0,0
2018,10-El Paso,65 and Older,Asian,Unknown,1,0,0
2018,10-El Paso,65 and Older,Hispanic,Female,954,123,0.12893
2018,10-El Paso,65 and Older,Hispanic,Male,599,71,0.11853
2018,10-El Paso,65 and Older,Hispanic,Unknown,22,4,0.18182
2018,10-El Paso,65 and Older,Native American,Male,1,0,0
2018,10-El Paso,65 and Older,Other,Female,195,27,0.13846
2018,10-El Paso,65 and Older,Other,Male,123,16,0.13008
2018,10-El Paso,65 and Older,Other,Unknown,12,1,0.08333
2018,10-El Paso,Under 18,Other,Female,2,0,0
2018,11-Edinburg,18-64 with Disability,African American,Female,30,5,0.16667
2018,11-Edinburg,18-64 with Disability,African American,Male,40,5,0.125
2018,11-Edinburg,18-64 with Disability,African American,Unknown,1,0,0
2018,11-Edinburg,18-64 with Disability,Anglo,Female,312,71,0.22756
2018,11-Edinburg,18-64 with Disability,Anglo,Male,260,48,0.18462
2018,11-Edinburg,18-64 with Disability,Anglo,Unknown,7,1,0.14286
2018,11-Edinburg,18-64 with Disability,Asian,Female,1,0,0
2018,11-Edinburg,18-64 with Disability,Asian,Male,3,0,0
2018,11-Edinburg,18-64 with Disability,Asian,Unknown,1,0,0
2018,11-Edinburg,18-64 with Disability,Hispanic,Female,"1,047",151,0.14422
2018,11-Edinburg,18-64 with Disability,Hispanic,Male,990,156,0.15758
